banque,est_un_agregat,trimestre,date_reference,section,indicateur,nature,periode_libelle,valeur,provisoire,fichier_source,source_id,source,licence,attribution,date_extraction
Sogebel,non,2013-T4,2013-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),3198.97363742,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sous-total (banques commerciales),oui,2013-T4,2013-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),2297.78404161,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2013-T4,2013-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),2882.34565619,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2013-T4,2013-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.01138771,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Populaire Haïtienne,non,2013-T4,2013-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.00970036,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2013-T4,2013-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.0074934,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2013-T4,2013-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.02175847,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2013-T4,2013-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.01639782,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2013-T4,2013-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.01327604,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Scotiabank,non,2013-T4,2013-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.00268332,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2013-T4,2013-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.00847518,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2013-T4,2013-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.01066857,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sous-total (banques commerciales),oui,2013-T4,2013-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.01363013,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2013-T4,2013-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.01909055,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2013-T4,2013-12-31,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.17442379,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Populaire Haïtienne,non,2013-T4,2013-12-31,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.13681769,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2013-T4,2013-12-31,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.198117,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2013-T4,2013-12-31,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.25360308,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2013-T4,2013-12-31,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.35321969,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2013-T4,2013-12-31,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.17413232,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Scotiabank,non,2013-T4,2013-12-31,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.06190428,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2013-T4,2013-12-31,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.11304512,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2013-T4,2013-12-31,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.0999542,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sous-total (banques commerciales),oui,2013-T4,2013-12-31,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.17556444,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2013-T4,2013-12-31,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.20833878,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2013-T4,2013-12-31,Rentabilité,Rendement moyen des prêts,flux annualisé sur la période,TRIM 1 2014      (octobre - décembre 2013),0.07721921,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
